CUSTOMER INVOICE NUMBER;CONCEPT;CUSTOMER;PROVINCE;SECTOR;CUSTOMER IMPORT;CUSTOMER INVOICE DATE;CUSTOMER PAYMENT;SUPPLIER;ZONE;TYPE;IMPORT SUPPLIER
696;DEVELOPMENT;CUSTOMER-0004;MADRID;CONSTRUCTION; 300,00 € ;21/12/2019;YES;PROV-005;ZONE 2;INTERNAL; 135,00 € 
697;PROJECT;CUSTOMER-0005;BARCELONA;METAL; 350,00 € ;18/11/2021;YES;PROV-003;ZONE 2;INTERNAL; 105,00 € 
698;TEAMS;CUSTOMER-0006;BARCELONA;BANK; 300,00 € ;21/07/2021;YES;PROV-005;ZONE 2;INTERNAL; 90,00 € 
699;PROGRAM;CUSTOMER-0007;BARCELONA;BANK; 120,00 € ;13/05/2020;NO;PROV-005;ZONE 2;INTERNAL; 36,00 € 
700;TRAINING;CUSTOMER-0008;ALICANTE;METAL; 150,00 € ;04/01/2019;NO;PROV-003;ZONE 2;INTERNAL; 45,00 € 
701;CONSULTING;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 8.500,00 € ;13/05/2021;NO;PROV-005;ZONE 2;INTERNAL; 2.550,00 € 
702;DEVELOPMENT;CUSTOMER-0010;MADRID;BANK; 1.200,00 € ;13/07/2020;NO;PROV-003;ZONE 2;INTERNAL; 360,00 € 
703;PROJECT;CUSTOMER-0004;MADRID;CONSTRUCTION; 300,00 € ;17/07/2020;NO;PROV-005;ZONE 2;INTERNAL; 90,00 € 
704;TEAMS;CUSTOMER-0005;BARCELONA;METAL; 200,00 € ;15/12/2020;NO;PROV-005;ZONE 2;INTERNAL; 60,00 € 
705;PROGRAM;CUSTOMER-0005;BARCELONA;METAL; 150,00 € ;28/03/2021;NO;PROV-003;ZONE 2;INTERNAL; 45,00 € 
706;TRAINING;CUSTOMER-0006;BARCELONA;BANK; 120,00 € ;10/01/2020;YES;PROV-001;ZONE 1;EXTERNAL; 36,00 € 
707;CONSULTING;CUSTOMER-0007;BARCELONA;BANK; 300,00 € ;24/11/2020;YES;PROV-002;ZONE 1;EXTERNAL; 90,00 € 
708;DEVELOPMENT;CUSTOMER-0008;ALICANTE;METAL; 350,00 € ;15/03/2020;YES;PROV-001;ZONE 1;EXTERNAL; 105,00 € 
709;PROJECT;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 300,00 € ;03/07/2021;YES;PROV-005;ZONE 2;INTERNAL; 90,00 € 
710;TEAMS;CUSTOMER-0010;MADRID;BANK; 120,00 € ;25/12/2021;YES;PROV-003;ZONE 2;INTERNAL; 36,00 € 
711;CONSULTING;CUSTOMER-0001;MADRID;METAL; 150,00 € ;24/04/2020;YES;PROV-005;ZONE 2;INTERNAL; 45,00 € 
712;DEVELOPMENT;CUSTOMER-0010;MADRID;BANK; 1.200,00 € ;20/02/2019;YES;PROV-005;ZONE 2;INTERNAL; 360,00 € 
713;PROJECT;CUSTOMER-0001;MADRID;METAL; 800,00 € ;23/07/2021;NO;PROV-003;ZONE 2;INTERNAL; 240,00 € 
714;TEAMS;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 750,00 € ;31/10/2021;NO;PROV-005;ZONE 2;INTERNAL; 225,00 € 
715;PROGRAM;CUSTOMER-0003;MADRID;CONSTRUCTION; 4.500,00 € ;21/06/2020;NO;PROV-003;ZONE 2;INTERNAL; 1.350,00 € 
716;TRAINING;CUSTOMER-0004;MADRID;CONSTRUCTION; 500,00 € ;11/03/2020;NO;PROV-005;ZONE 2;INTERNAL; 150,00 € 
717;CONSULTING;CUSTOMER-0005;BARCELONA;METAL; 750,00 € ;04/12/2020;NO;PROV-005;ZONE 2;INTERNAL; 225,00 € 
718;DEVELOPMENT;CUSTOMER-0006;BARCELONA;BANK; 950,00 € ;06/07/2021;NO;PROV-003;ZONE 2;INTERNAL; 285,00 € 
719;PROJECT;CUSTOMER-0007;BARCELONA;BANK; 680,00 € ;10/10/2021;YES;PROV-001;ZONE 1;EXTERNAL; 204,00 € 
720;TEAMS;CUSTOMER-0008;ALICANTE;METAL; 950,00 € ;02/12/2019;YES;PROV-002;ZONE 1;EXTERNAL; 285,00 € 
721;PROGRAM;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 1.500,00 € ;15/02/2019;YES;PROV-001;ZONE 1;EXTERNAL; 450,00 € 
722;TRAINING;CUSTOMER-0010;MADRID;BANK; 5.000,00 € ;23/04/2019;YES;PROV-004;ZONE 1;EXTERNAL; 1.500,00 € 
723;CONSULTING;CUSTOMER-0001;MADRID;METAL; 6.500,00 € ;03/11/2019;YES;PROV-004;ZONE 1;EXTERNAL; 1.950,00 € 
724;DEVELOPMENT;CUSTOMER-0010;MADRID;BANK; 1.200,00 € ;16/02/2019;YES;PROV-004;ZONE 1;EXTERNAL; 360,00 € 
725;PROJECT;CUSTOMER-0001;MADRID;METAL; 800,00 € ;02/06/2019;YES;PROV-004;ZONE 1;EXTERNAL; 240,00 € 
726;TEAMS;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 750,00 € ;20/11/2021;YES;PROV-004;ZONE 1;EXTERNAL; 225,00 € 
727;PROGRAM;CUSTOMER-0003;MADRID;CONSTRUCTION; 4.500,00 € ;16/03/2021;YES;PROV-005;ZONE 2;INTERNAL; 1.350,00 € 
728;TRAINING;CUSTOMER-0004;MADRID;CONSTRUCTION; 500,00 € ;16/02/2021;YES;PROV-003;ZONE 2;INTERNAL; 150,00 € 
729;CONSULTING;CUSTOMER-0005;BARCELONA;METAL; 750,00 € ;08/01/2019;YES;PROV-005;ZONE 2;INTERNAL; 225,00 € 
730;DEVELOPMENT;CUSTOMER-0006;BARCELONA;BANK; 300,00 € ;12/01/2021;YES;PROV-005;ZONE 2;INTERNAL; 90,00 € 
731;DEVELOPMENT;CUSTOMER-0007;BARCELONA;BANK; 350,00 € ;05/02/2019;YES;PROV-003;ZONE 2;INTERNAL; 105,00 € 
732;PROJECT;CUSTOMER-0008;ALICANTE;METAL; 8.500,00 € ;20/07/2021;YES;PROV-005;ZONE 2;INTERNAL; 2.550,00 € 
733;TEAMS;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 1.200,00 € ;13/01/2021;YES;PROV-003;ZONE 2;INTERNAL; 360,00 € 
734;PROGRAM;CUSTOMER-0010;MADRID;BANK; 300,00 € ;06/02/2020;YES;PROV-005;ZONE 2;INTERNAL; 90,00 € 
735;TRAINING;CUSTOMER-0004;MADRID;CONSTRUCTION; 200,00 € ;15/04/2020;YES;PROV-005;ZONE 2;INTERNAL; 60,00 € 
736;CONSULTING;CUSTOMER-0005;BARCELONA;METAL; 150,00 € ;06/10/2020;YES;PROV-003;ZONE 2;INTERNAL; 45,00 € 
737;DEVELOPMENT;CUSTOMER-0005;BARCELONA;METAL; 120,00 € ;20/04/2021;YES;PROV-001;ZONE 1;EXTERNAL; 36,00 € 
738;PROJECT;CUSTOMER-0006;BARCELONA;BANK; 300,00 € ;07/01/2019;YES;PROV-002;ZONE 1;EXTERNAL; 90,00 € 
739;TEAMS;CUSTOMER-0007;BARCELONA;BANK; 350,00 € ;13/06/2019;YES;PROV-001;ZONE 1;EXTERNAL; 105,00 € 
740;PROGRAM;CUSTOMER-0008;ALICANTE;METAL; 300,00 € ;18/12/2020;NO;PROV-005;ZONE 2;INTERNAL; 90,00 € 
741;TRAINING;CUSTOMER-0006;BARCELONA;BANK; 120,00 € ;20/06/2019;NO;PROV-003;ZONE 2;INTERNAL; 36,00 € 
742;CONSULTING;CUSTOMER-0007;BARCELONA;BANK; 150,00 € ;19/05/2021;NO;PROV-005;ZONE 2;INTERNAL; 37,50 € 
743;DEVELOPMENT;CUSTOMER-0003;MADRID;CONSTRUCTION; 1.200,00 € ;21/04/2019;NO;PROV-005;ZONE 2;INTERNAL; 300,00 € 
744;PROJECT;CUSTOMER-0004;MADRID;CONSTRUCTION; 800,00 € ;17/09/2019;NO;PROV-003;ZONE 2;INTERNAL; 200,00 € 
745;TEAMS;CUSTOMER-0005;BARCELONA;METAL; 750,00 € ;23/09/2019;NO;PROV-005;ZONE 2;INTERNAL; 187,50 € 
746;CONSULTING;CUSTOMER-0005;BARCELONA;METAL; 4.500,00 € ;26/07/2020;NO;PROV-003;ZONE 2;INTERNAL; 1.125,00 € 
747;DEVELOPMENT;CUSTOMER-0006;BARCELONA;BANK; 500,00 € ;21/08/2019;YES;PROV-005;ZONE 2;INTERNAL; 125,00 € 
748;PROJECT;CUSTOMER-0007;BARCELONA;BANK; 750,00 € ;17/09/2020;YES;PROV-005;ZONE 2;INTERNAL; 187,50 € 
749;TEAMS;CUSTOMER-0008;ALICANTE;METAL; 950,00 € ;21/10/2021;YES;PROV-003;ZONE 2;INTERNAL; 237,50 € 
750;PROGRAM;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 680,00 € ;17/11/2020;YES;PROV-001;ZONE 1;EXTERNAL; 170,00 € 
751;TRAINING;CUSTOMER-0010;MADRID;BANK; 950,00 € ;06/10/2021;YES;PROV-002;ZONE 1;EXTERNAL; 237,50 € 
752;CONSULTING;CUSTOMER-0001;MADRID;METAL; 1.500,00 € ;07/09/2019;YES;PROV-001;ZONE 1;EXTERNAL; 600,00 € 
753;DEVELOPMENT;CUSTOMER-0010;MADRID;BANK; 5.000,00 € ;26/05/2019;YES;PROV-004;ZONE 1;EXTERNAL; 2.000,00 € 
754;PROJECT;CUSTOMER-0001;MADRID;METAL; 6.500,00 € ;11/01/2019;YES;PROV-004;ZONE 1;EXTERNAL; 2.600,00 € 
755;TEAMS;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 8.500,00 € ;07/03/2020;NO;PROV-004;ZONE 1;EXTERNAL; 3.400,00 € 
756;PROGRAM;CUSTOMER-0003;MADRID;CONSTRUCTION; 1.200,00 € ;05/02/2019;NO;PROV-005;ZONE 2;INTERNAL; 480,00 € 
757;PROJECT;CUSTOMER-0004;MADRID;CONSTRUCTION; 300,00 € ;21/02/2021;NO;PROV-003;ZONE 2;INTERNAL; 120,00 € 
758;TEAMS;CUSTOMER-0005;BARCELONA;METAL; 200,00 € ;08/02/2020;NO;PROV-005;ZONE 2;INTERNAL; 80,00 € 
759;PROGRAM;CUSTOMER-0006;BARCELONA;BANK; 150,00 € ;21/02/2019;YES;PROV-005;ZONE 2;INTERNAL; 60,00 € 
760;TRAINING;CUSTOMER-0007;BARCELONA;BANK; 120,00 € ;11/09/2021;YES;PROV-003;ZONE 2;INTERNAL; 48,00 € 
761;CONSULTING;CUSTOMER-0008;ALICANTE;METAL; 300,00 € ;17/10/2019;YES;PROV-005;ZONE 2;INTERNAL; 120,00 € 
762;DEVELOPMENT;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 350,00 € ;25/11/2019;YES;PROV-003;ZONE 2;INTERNAL; 157,50 € 
763;PROJECT;CUSTOMER-0010;MADRID;BANK; 300,00 € ;03/02/2019;YES;PROV-005;ZONE 2;INTERNAL; 135,00 € 
764;TEAMS;CUSTOMER-0004;MADRID;CONSTRUCTION; 120,00 € ;24/01/2020;YES;PROV-005;ZONE 2;INTERNAL; 54,00 € 
765;CONSULTING;CUSTOMER-0005;BARCELONA;METAL; 150,00 € ;12/05/2021;YES;PROV-003;ZONE 2;INTERNAL; 67,50 € 
766;DEVELOPMENT;CUSTOMER-0005;BARCELONA;METAL; 8.500,00 € ;25/12/2021;YES;PROV-001;ZONE 1;EXTERNAL; 3.825,00 € 
767;PROJECT;CUSTOMER-0006;BARCELONA;BANK; 1.200,00 € ;12/05/2020;YES;PROV-002;ZONE 1;EXTERNAL; 540,00 € 
768;TEAMS;CUSTOMER-0007;BARCELONA;BANK; 300,00 € ;17/03/2021;YES;PROV-001;ZONE 1;EXTERNAL; 135,00 € 
769;PROGRAM;CUSTOMER-0008;ALICANTE;METAL; 200,00 € ;26/05/2021;YES;PROV-004;ZONE 1;EXTERNAL; 90,00 € 
770;TRAINING;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 150,00 € ;19/07/2019;YES;PROV-004;ZONE 1;EXTERNAL; 67,50 € 
771;CONSULTING;CUSTOMER-0010;MADRID;BANK; 120,00 € ;28/04/2019;NO;PROV-004;ZONE 1;EXTERNAL; 54,00 € 
772;DEVELOPMENT;CUSTOMER-0001;MADRID;METAL; 300,00 € ;18/06/2021;NO;PROV-004;ZONE 1;EXTERNAL; 135,00 € 
773;PROJECT;CUSTOMER-0010;MADRID;BANK; 350,00 € ;05/10/2019;NO;PROV-004;ZONE 1;EXTERNAL; 157,50 € 
774;TEAMS;CUSTOMER-0001;MADRID;METAL; 300,00 € ;22/01/2019;NO;PROV-005;ZONE 2;INTERNAL; 135,00 € 
775;PROGRAM;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 120,00 € ;04/05/2021;NO;PROV-003;ZONE 2;INTERNAL; 54,00 € 
776;TRAINING;CUSTOMER-0003;MADRID;CONSTRUCTION; 150,00 € ;30/03/2020;NO;PROV-005;ZONE 2;INTERNAL; 67,50 € 
777;CONSULTING;CUSTOMER-0004;MADRID;CONSTRUCTION; 1.200,00 € ;05/03/2019;NO;PROV-005;ZONE 2;INTERNAL; 540,00 € 
778;DEVELOPMENT;CLIENTE-0005;BARCELONA;METAL; 800,00 € ;11/03/2021;YES;PROV-003;ZONE 2;INTERNAL; 360,00 € 
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
